1,191,199,295,194,-2.47041,-36.4837,3100
1,187,192,289,186,2.86598,-37.2478,3513
1,133,188,234,183,-0.954974,-47.4631,3957
1,203,285,350,252,-72.1034,-7.36589,5857
1,204,291,352,257,-72.6586,-8.02093,6181
1,244,273,353,268,-3.13493,-67.9458,6612
1,181,290,347,270,-66.1045,-29.2676,7151
1,181,291,351,272,-57.9108,-23.0357,7526
1,190,291,361,270,-61.045,-19.0314,7804
1,192,290,364,271,-73.165,-26.3878,8307
1,198,292,365,272,-73.4022,-20.3544,8797
1,196,291,362,273,-68.2132,-22.1961,9142
1,197,294,361,277,-60.6251,-23.5782,9448
1,232,279,366,273,-17.6157,-37.1689,9691
1,200,291,367,273,-58.7888,-22.5183,9953
1,234,279,360,277,-10.9055,-46.3363,10179
1,245,261,386,261,0.774291,-53.9507,10365
1,181,262,341,247,-66.1045,-20.8275,10562
1,177,263,338,223,-72.9174,6.52498,10752
1,182,287,340,243,-68.2132,7.83748,11181
1,185,277,340,244,-68.2132,-6.52498,11371
1,231,244,345,246,-0.447628,-90,11526
1,226,248,337,251,-7.39955,-61.4079,11836
1,227,247,338,247,-8.81391,-60.6679,12269
1,192,282,345,247,-68.2132,-6.52498,12736
1,234,250,348,248,-3.4746,-61.4079,13161
1,235,253,347,257,-6.56243,-59.7274,13916
1,234,253,346,255,-5.328,-55.3079,14213
1,232,256,341,259,-17.5612,-59.8673,15826
1,189,297,337,260,-65.38,5.33756,16191
1,225,258,336,259,-8.34662,-52.6432,16673
1,191,292,339,253,-73.4022,6.24013,17267
1,191,288,345,249,-73.4022,1.24566,17659
1,193,293,346,249,-73.165,3.82255,18154
1,249,256,359,253,2.38802,-39.0822,18686
1,261,258,365,260,10.2866,-43.5422,19149
1,265,259,378,256,-1.84857,-41.8103,19455
1,265,258,373,254,2.10694,-44.7928,19886
1,258,256,387,256,-4.50646,-47.1666,20333
1,318,254,444,258,-4.09604,-44.7928,20714
1,322,257,434,254,-2.60525,-49.1214,20985
1,312,254,428,250,0,-41.1884,21268
1,320,260,426,254,6.33227,-29.2336,21696
1,317,257,425,255,8.21321,-28.5074,22169
1,316,259,423,255,6.27929,-41.1884,22542
1,312,258,422,255,5.21591,-39.3567,22826
1,296,267,406,261,-3.90956,-35.5487,23179
1,229,187,362,193,12.5886,-31.0076,1441824979
1,234,203,362,213,15.2786,-43.4325,1441824979
1,229,215,347,215,9.35203,-25.3769,1441824980
1,234,217,351,215,15.962,-25.3769,1441824980
1,226,209,349,209,-2.20423,-37.3052,1441824980
1,231,212,354,212,5.0198,-25.3769,1441824980
1,234,211,351,209,6.42152,-30,1441824981
1,231,203,347,203,2.63955,-25.9445,1441824981
1,225,202,342,200,4.90629,-14.4775,1441824982
1,234,286,336,291,0.447628,-26.3878,1441897418
1,242,271,342,276,-5.82915,-39.0228,1441897418
1,237,280,338,285,-5.82915,-41.8103,1441897419
1,223,299,325,300,-6.01787,-25.029,1441897419
1,216,302,318,304,-8.62693,-22.6199,1441897419
1,212,297,312,302,-4.30122,-22.6199,1441897420
1,209,297,310,297,-4.30122,-22.6199,1441897420
1,204,299,301,305,-4.30122,-22.6199,1441897421
1,186,297,289,304,-11.6313,-57.7958,1441897421
1,193,301,293,306,-5.73917,-40.8322,1441897421
1,193,303,294,304,-8.81391,-25.029,1441897422
1,196,307,295,305,4.16222,-15.6185,1441897422
1,162,283,295,304,-67.6684,-1.#IND,1441897423
1,182,309,288,314,-15.962,-15.6185,1441897423
1,216,293,327,304,-1.68541,-49.3428,1441897423
1,221,248,333,254,-4.09604,-28.8657,1441897424
1,215,249,328,255,-9.15413,-32.3924,1441897424
1,216,241,326,245,-6.75633,-28.8657,1441897425
1,210,257,336,265,-6.97456,-30,1441897425
1,207,257,314,259,-3.48635,-23.9695,1441897426
1,202,261,310,263,-6.75633,-28.8657,1441897426
1,209,256,323,256,-2.86598,-21.5102,1441897426
1,205,253,319,254,-7.79993,-23.5782,1441897427
1,210,254,325,256,-9.30934,-35.8883,1441897427
1,206,272,335,276,-10.7028,-17.4576,1441897428
1,196,268,328,270,-13.213,-30,1441897428
1,202,268,311,266,-3.18474,-23.5782,1441897428
1,210,268,318,268,-5.328,-20.1713,1441897429
1,201,273,329,275,-9.45574,-17.4576,1441897429
1,207,268,334,270,-6.97456,-30,1441897429
1,223,277,329,286,-4.78019,-26.8472,1441897430
1,227,259,349,276,0.397891,-40.1778,1441897430
1,223,269,331,279,0.397891,-36.8699,1441897431
1,221,264,332,273,-7.79993,-33.4854,1441897431
1,221,258,344,269,-0.409259,-23.5782,1441897431
1,220,254,329,261,-2.86598,-20.1713,1441897432
1,225,254,333,260,-0.421296,-28.8657,1441897432
1,222,255,333,262,-4.21673,-22.291,1441897433
1,220,260,333,266,-10.2866,-28.8657,1441897433
1,212,266,317,266,-5.21591,-24.4433,1441897435
1,183,282,304,280,-13.1366,-11.9405,1441897435
1,182,292,290,289,-8.53639,-19.4712,1441897435
1,183,308,292,305,3.13493,-23.1324,1441897436
1,178,291,293,291,-16.8018,-39.0228,1441897436
1,157,311,272,308,-11.8029,-13.968,1441897436
1,167,300,276,302,-13.1759,-22.291,1441897437
1,178,302,284,302,-8.9893,-10.2866,1441897437
1,150,307,256,317,-1.43254,-30,1441897440
1,180,279,285,284,0.895283,-39.0228,1441897440
1,230,275,342,271,0.397891,-23.5782,1441897441
1,215,271,342,278,-9.30934,-28.8657,1441897441
1,214,266,339,271,-6.52498,-33.4854,1441897441
1,213,267,337,272,-3.90956,-33.4854,1441897442
1,223,270,322,277,-6.27929,-16.6015,1441897442
1,258,218,360,218,-3.4746,-10.2866,1441897445
1,238,133,359,137,-7.79993,-28.8657,1441897445
1,242,173,344,175,-6.27929,-16.6015,1441897445
1,246,173,343,177,0,-13.968,1441897445
1,245,173,349,178,-6.52498,-25.3769,1441897446
1,245,175,349,177,-8.81391,-22.6199,1441897446
1,245,180,352,185,-7.18076,-41.8103,1441897447
1,243,185,346,191,-9.15413,-32.3924,1441897447
1,243,188,346,193,-8.81391,-32.579,1441897447
1,241,192,348,193,-8.81391,-25.029,1441897448
1,241,195,344,203,-3.90956,-31.1474,1441897448
1,279,298,342,294,-2.04671,0,1441897475
1,259,256,326,256,-4.56244,3.01696,1441897475
1,305,151,384,153,-22.3107,-1.#IND,1441897527
1,317,149,400,186,-9.2069,-1.#IND,1441897527
1,472,321,577,301,20.4873,0,1441901737
1,171,218,254,230,-15.8266,-18.08,1441901739
1,165,236,248,245,7.18076,-22.6199,1441901742
1,155,294,244,301,-4.30122,-15.6185,1441901743
1,313,147,395,141,-1.59175,17.7189,1441901743
1,307,181,392,180,-7.18076,7.83748,1441901743
1,280,187,362,179,-7.18076,18.553,1441901743
1,276,194,360,187,-12.1224,2.7294,1441901744
1,274,190,359,184,-10.5266,2.60525,1441901744
1,273,189,361,186,-12.2125,2.60525,1441901744
1,274,176,359,172,-11.0875,-7.49472,1441901744
1,300,183,387,186,-1.59175,-17.7189,1441901744
1,298,179,380,182,-1.06109,-23.0357,1441901744
1,308,198,399,198,-2.65353,-10.0154,1441901745
1,312,192,395,192,-2.65353,-10.0154,1441901745
1,310,192,398,192,-9.40787,-17.7189,1441901745
1,304,181,393,182,-5.84582,-10.0154,1441901746
1,305,173,393,177,-11.0875,-17.7189,1441901746
1,300,160,386,156,-3.85936,-5.21591,1441901746
1,301,154,384,150,-10.9528,2.7294,1441901747
1,288,115,382,92,-14.4775,11.537,1441901747
1,296,113,381,99,-0.550929,-13.1366,1441901748
1,295,126,380,117,-3.18474,2.49191,1441901748
1,299,125,373,127,6.15064,2.49191,1441901749
1,292,125,367,125,-7.18076,18.553,1441901749
1,306,111,383,119,8.51962,-25.7715,1441901750
1,289,120,371,118,-2.20423,0,1441901750
1,293,110,375,111,0,-17.7189,1441901751
1,255,87,337,86,-1.59175,0,1441901752
1,245,104,325,104,-1.06109,-15.1217,1441901752
1,203,75,284,74,-14.4775,-30,1441901753
1,196,77,276,78,-7.18076,-14.4775,1441901753
1,204,84,288,85,-4.01399,-21.3237,1441901753
1,211,104,290,104,-2.29244,-16.6015,1441901754
1,210,102,294,101,-5.37938,-8.21321,1441901754
1,211,92,293,91,-0.550929,-15.8266,1441901755
1,237,81,321,78,2.20423,-10.0154,1441901757
1,225,118,311,106,0.530524,-15.1217,1441901757
1,212,159,286,159,4.41173,-7.83748,1441901757
1,194,156,275,159,-4.01399,-31.5881,1441901758
1,193,152,277,153,0,-15.1217,1441901758
1,193,150,271,151,-0.550929,-7.83748,1441901758
1,193,146,279,144,1.10191,0,1441901758
1,195,141,280,144,-5.16361,-31.5881,1441901758
1,197,139,280,140,-4.01399,-16.6015,1441901759
1,197,136,282,139,-4.41173,-17.7189,1441901759
1,198,134,281,137,-1.59175,-4.98854,1441901759
1,198,130,283,130,1.59175,-12.5559,1441901760
1,193,124,275,126,-1.06109,-23.0357,1441901760
1,198,124,276,124,0.530524,-10.0154,1441901760
1,204,126,287,127,-1.10191,-23.0357,1441901761
1,189,170,301,157,-27.3663,11.0875,1446567992
1,212,163,295,158,-0.462068,2.20423,1446567992
1,206,168,309,174,4.16222,-1.#IND,1446567993
1,179,199,286,188,-31.6682,20.2522,1446567993
1,179,196,301,170,-35.2809,9.2069,1446567993
1,178,193,287,178,-40.9327,9.2069,1446567994
1,178,196,304,170,-35.4959,15.6185,1446567994
1,209,162,289,179,6.93191,-1.#IND,1446567995
1,203,189,309,179,-0.954974,-6.62581,1446567995
1,179,193,310,160,-43.6028,13.8865,1446567996
1,203,162,284,178,-0.511576,-1.#IND,1446567996
1,168,145,235,156,8.34662,11.0875,1446567996
1,160,201,249,203,-0.954974,-20.2522,1446567997
1,165,201,257,204,1.38632,-11.0875,1446567997
1,161,206,251,204,-8.1443,4.41173,1446567998
1,161,205,253,203,-5.55344,11.0875,1446567998
1,160,205,250,203,-8.62693,17.9202,1446567998
1,159,205,247,202,-12.5133,21.1002,1446567999
1,158,203,250,200,-11.537,11.0875,1446567999
1,169,203,255,199,1.43254,25.029,1446567999
1,167,199,259,199,-1.79078,-4.24802,1446568000
1,168,198,259,200,-4.30122,-6.62581,1446568000
1,179,187,246,183,1.43254,-40.8322,1446568001
1,182,188,242,198,5.55344,-40.8322,1446568001
1,182,188,244,198,0,-43.8131,1446568001
1,185,200,250,198,2.86598,-2.20423,1446568002
1,167,204,257,204,-7.18076,4.41173,1446568002
1,167,200,256,200,-8.42715,2.29244,1446568002
1,166,198,256,197,-12.4459,0,1446568002
1,166,199,258,196,-16.0134,2.29244,1446568003
1,168,198,273,174,-5.2595,2.29244,1446568003
1,170,187,261,184,-0.954974,-35.2344,1446568003
1,163,186,251,181,-3.82255,-28.6854,1446568003
1,161,199,249,196,-2.47041,6.8921,1446568003
1,158,198,247,194,-7.18076,0,1446568004
1,160,199,268,191,-0.954974,4.41173,1446568004
1,159,197,245,192,-0.954974,-2.20423,1446568004
1,159,197,248,192,-5.2595,-2.20423,1446568004
1,159,196,248,194,-3.82255,-6.62581,1446568004
1,157,197,243,194,-7.92814,0,1446568005
1,157,188,238,185,-3.95457,-4.58857,1446568005
